Name,Description,Website,Theme,Focus Area,Opportunity Space,Play,Business Model Option,Friction Point,Business Model,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Relevance,Inc. Compass,Hero,Investors,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result
Social Value Portal,"Social Value Portal is the provider of an online platform for measuring and reporting social value. It enables organisations to manage, measure and report the social value and impact of their businesses and supply chains on society. It includes financial and non-financial data, community analysis, KPIs, rewards for effective contributors, as well as measurement of contribution by project, asset and location. Its clients include Canon, Scape Procure, Wates and Sodexo.",https://socialvalueportal.com,Transport & Logistics ,Logistics​,,,,,,,2014,0,United Kingdom,Europe,Yes,Series A,"$3,820,310.00",,Emerging,,,FALSE,FALSE,"Beringea
 Sevenex",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Axya,Axya is an outsourcing platform that allows companies to source their custom and non-recurring metalworking parts. The marketplace allows buyers to discover new suppliers for sub-contracting.,https://axya.co,Transport & Logistics ,Logistics​,,,,,,,2019,0,Canada,North America,Yes,Seed,"$5,500,000.00",,Nascent,,,FALSE,FALSE,"BDC
 Desjardins
 Real Ventures
 ECO Fuel Systems
 Ecofuel Fund
 Creative Destruction Lab
 Front Row Ventures
 Cycle Momentum",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
SILQ,"SILQ provides services for apparel manufacturers to grow their business as they help them from the process of sourcing to shipping of the merchandise. SILQ platform is a suite to monitor all processes from the sourcing stage to the shipping stage, monitor SKU, determine shipping rates, and keep a digital database of all products.",https://www.onesilq.com/,Transport & Logistics ,Logistics​,,,,,,,2020,0,United States of America,North America,Yes,Series A,"$17,600,000.00",,Nascent,,,FALSE,FALSE,"F-Prime Capital
 Eight Roads Ventures
 Forum Ventures
 rtpseed.vc
 Flexport
 Surface Ventures",0.2,0.3,1,0,0.4,0.7,,0,0.34,Nascent
ChAI,"AI-based demand forecasting solutions for the prediction of materials and energy prices. It features ML-driven tools for understanding the probabilistic distribution of commodities, collaborates with teams, uses alternative data for satellite imagery, optimizes hedging, and builds sales & operations plans for businesses. Provides alerts for accessing podcasts, news updates, and more to assist users.",https://chaipredict.com,Transport & Logistics ,Logistics​,,,,,,,2017,0,United Kingdom,Europe,,Seed,,,Nascent,,,FALSE,FALSE,"Seraphim Capital
 FinTech Innovation Lab
 SAP.iO
 P65 Ventures",0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
HeySummit,Taking the heavy lifting out of summit organisation,https://heysummit.com/,,,,,,,,,,,,,No,Unfunded,$0.00,,Not Complete,,,FALSE,FALSE,N.a.,,0.3,,0,0,0.7,,0,0,Not Complete
Crystal chain,"Jinglinkong (e-jlt.com) is a SaaS-based supply chain management platform. The solution is offered in multiple domain-specific variants for the food, pharmaceutical & logistics industries. The solution covers aspects such as real-time cold-chain visibility & temperature monitoring, order management & tracking, real-time transport visibility, inventory management (including track & trace), operations planning (demand forecasting, inventory optimization, scheduling, etc), and warehouse line optimization among others.",https://e-jlt.com,Transport & Logistics ,Logistics​,,,,,,,2015,0,China,Asia,Yes,Series B,"$14,846,500.00",,Emerging,,,FALSE,FALSE,"Xiamen Torch Group Venture Capital
 Eastmoney
 Zhongtong",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
HeySummit,"HeySummit provides an online summit event management platform. It helps users to increase engagement, conversions, and revenue for online summits. It allows event organizers to create events, manage registrations, increase visibility and improve revenue. It enables users to connect with the attendees, speakers and improve event performance. It offers a subscription-based pricing model.",https://www.heysummit.com/,Support Services,Expertise & Community,,,,,,,2018,0,United Kingdom,Europe,Yes,Seed,"$1,000,000.00",,Nascent,,,FALSE,FALSE,"Techstart Ventures
 Active Capital",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Hangzhou Fenyi Network,"Hangzhou Fenyi Network Technology provides AI & web-based e-procurement solutions for small & medium independent convenience stores. Offers a SaaS-based procurement platform that enables users to manage the entire procure-to-pay cycle. It also helps to manage the logistics (with route planning & dispatching, delivery management, etc) involved for the purchased goods.",https://pinpianyi.com,Transport & Logistics ,Logistics​,,,,,,,2017,0,China,Asia,Yes,Series C,"$20,935,324.00",,Mature,,,FALSE,FALSE,"Yingke Capital
 Kai Fu Capital
 Guanghe VC
 CPG Capital Partners
 Qingsong Fund",0.7,0.3,1,0,0.7,0.7,,0,0.7,Mature
TransportEG,"TransportEG offers AI & cloud-based supply chain optimization solutions. The company offers planning & optimization solutions to manage supply chain & logistics workflow. It includes procurement, resource planning, allocation, dispatch, delivery confirmation, vendor payments, transportation management, etc.",https://transporteg.com,Transport & Logistics ,Logistics​,,,,,,,2014,45,India,Asia,Yes,Seed,"$2,414,625.00",,Emerging,,,FALSE,FALSE,"IIML
 Goldratt Consulting",1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
The Owl Solutions,"The Owl Solutions is a provider of cloud-based supply chain data management software. Its features include data scrubbing and analysis, supply chain risk mitigation, supplier performance insights, inventory and demand forecasting, data analytics and reduction in inventory turnover. It caters to manufacturers, distributors, 3PLs and 4PLs.",https://www.theowlsolutions.com/,Transport & Logistics ,Logistics​,,,,,,,2018,0,Canada,North America,Yes,Seed,"$30,000.00",,Nascent,Miles,,FALSE,FALSE,"Accelerator Centre
 Right Side Capital Management
 Global Accelerator Academy",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
HeySummit,"HeySummit provides an online summit event management platform. It helps users to increase engagement, conversions, and revenue for online summits. It allows event organizers to create events, manage registrations, increase visibility and improve revenue. It enables users to connect with the attendees, speakers and improve event performance. It offers a subscription-based pricing model.",https://www.heysummit.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,,,,,,2018,0,United Kingdom,Europe,Yes,Seed,"$1,000,000.00",,Nascent,Glaiza,,TRUE,FALSE,"Techstart Ventures
 Active Capital",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Aerchain,"End-to-end procurement management solutions. It connects stakeholders to provide supply chain visibility/intelligence, improve efficiency & automate procure-to-pay processes. The end-to-end solution covers aspects such as purchase requisitions, RFQ & quote management, order management, and payments. Additionally, users can also gain access to a curated network of suppliers (along with supplier information & intelligence), unsecured credit lines, and automated accounting & reconciliation functionalities.",https://aerchain.io,Transport & Logistics ,Logistics​,,,,,,,2018,23,India,Asia,Yes,Seed,"$4,010,326.00",,Nascent,,,FALSE,FALSE,"IndiaMART
 Season Two Ventures
 Tradezeal Online
 Agarsha Invest Manager Private Limited
 Telama Investments
 JioGenNext
 Supply Chain Labs",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Statwig,"Statwig is a provider of a cloud-based solution to provider transparency and security for cold-chain purposes. The solution is built on a platform that leverages blockchain and connected sensors to provide real-time, tamper-proof and end-to-end tracking of the complete life cycle of the product as it moves along the cold chain. Applications are in multiple industries including biopharmaceutical, dairy, seafood, food product & crops, perishable packaged, and more. The solution is deployed as a software-as-a-service product and works on pay per shipment model.",https://statwig.com,Transport & Logistics ,Logistics​,,,,,,,2016,0,India,Asia,Yes,Seed,"$25,000.00",,Nascent,,,FALSE,FALSE,"Techstars
 UNICEF Innovation Fund
 Hartford InsurTech Hub
 AIRmaker
 T-Hub
 CIIE
 Digital Finance Group
 Ethereum Classic Labs
 Supply Chain Labs
 Columbia Insurtech Collective",0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
Finovate Capital,"Finovate Capital is an online platform providing supply chain financing solutions. It provides invoice discounting, discounting for sales and purchase bills, inventory funding, invoice discounting, vendor and receivables financing, unsecured business loans, working capital, tally-based and collateral-free loans, as well as early payments. It caters to SMEs.",https://finovatecapital.in,Transport & Logistics ,Logistics​,,,,,,,2018,6,India,Asia,Yes,Seed,"$476,413.00",,Nascent,,,FALSE,FALSE,"Singularity Ventures
 Soll Industries
 KKD Advisors",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Supply Chain Collaboration Platform,"Xiekeyun is a SaaS-based procurement & supply chain management platform for manufacturers. The solution provides a unified platform to streamline/optimize & manage suppliers & procurement operations. The platform also offers functionalities for operations planning, stock-out alerts, logistics collaborative & real-time supply chain visibility, accounts & funds management, and more.",https://www.xiekeyun.com/,Transport & Logistics ,Logistics​,,,,,,,2017,0,China,Asia,,Series B,,,Emerging,,,FALSE,FALSE,"Xiaomi
 Shenzhen Capital Group
 IDG Capital",0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
LocatorX,"LocatorX is a technology company that develops solutions for OEMs and enterprises to track real-time location of indoor and outdoor assets and protect the same against counterfeiting. Its first product is a 2D barcode, also known as Certified Quick Response (CQR), that puts location tracking on the product labels of consumer devices. Each label comes with a unique barcode, connected to a blockchain and location-tracking log. The manufacturer can track the product through the entire shipping life cycle, as long as workers scan the barcode as it moves through different facilities. It also offers NFC/Bluetooth chip that allows manufacturers to pinpoint and transmit location and status of products automatically without the need for scanning a barcode. Data coming from both the chip and the barcode is displayed on a dashboard for the former to keep tabs on their assets. Its location technologies are based on the patented, molecular-sized, solid-state atomic clock technology created at the University of Oxford which claims to enable precise indoor and outdoor location tracking with a single technology, using existing cell towers.",https://www.locatorx.com/,Other,Other,Other,,,,,,2016,0,United States of America,North America,Yes,Series B,"$10,000,000.00",,Emerging,Glaiza,,FALSE,FALSE,NewGate Capital,0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Hive,The productivity platform to work from anywhere. integrates with thousands of applications to make it easier than ever to connect all your work in one place,https://hive.com/,,,,,,,,,,,,,Yes,,$16.00,,Not Complete,,,FALSE,FALSE,"Comcast Ventures, Tribeca Venture Partners, Vocap Investment Partners",,0.3,,0,,0.7,,0,0,Not Complete
Visualfabriq,"VisualFabric provides solutions for FMCG and retail data to provide consumer insights. Its product Trade promotion master application helps in planning, tracking, optimizing, and evaluating the entire promotion process. Another product Retail and Shopper Insights provides insights about shoppers and their buying behavior. Its features include shopping basket analysis, giving localized assortments, pricing insights, and customer insights.",https://visualfabriq.com,Transport & Logistics ,Logistics​,,,,,,,2013,0,Netherlands,Europe,,Seed,,,Emerging,,,FALSE,FALSE,PSG,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
Hive,,https://techcrunch.com/2021/11/10/e-commerce-logistics-startup-hive-buzzes-following-34m-investment/,Transport & Logistics ,Logistics​,,,,,,,,,,,,,,,Not Complete,,,FALSE,FALSE,,,0.3,,0,,0.7,,0,0,Not Complete
Hive,"Platform offering end-to-end logistics solutions for eCommerce brands. It offers product storage & inventory management, picking & packing products, last-mile carrier delivery, fulfillment center, and more. It also provides real-time data based on historical data and forecasts on the dashboard. The company offers solutions on the subscription-based policy.",https://www.hive.app/,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2020,0,Germany,Europe,Yes,Series A,"$44,000,000.00",,Nascent,Glaiza,,TRUE,FALSE,"Community Investment Management
 Credito Real
 DILA Capital
 10X Capital
 Comcast Ventures Catalyst
 Collaborative Fund
 Impact America Fund
 Valley Oak Investments
 The Graduate Syndicate
 Arc Labs
 Xochi Ventures
 IMPACT AMERICA FUND
 L'ATTITUDE Ventures",0.2,0.3,1,0,0.4,0.7,,0,0.34,Nascent
Genuino,"Genuino is an AI & blockchain-based supply chain track & trace solution. It is based on IoT technology, Ethereum smart contracts, and integrated IoT sensors. The solution includes open software, open hardware, artificial intelligence, a protocol layer, and developer tools. Features include storage on a public chain, interoperability, proof-of-authenticity, product identification, and proof of ownership.",https://genuino.world,Transport & Logistics ,Logistics​,,,,,,,2018,0,United States of America,North America,,Seed,,,Nascent,,,FALSE,FALSE,"CDP Venture Capital
 The Net Value
 Invest Italy SIM
 Way2star",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
LineZone Data Technology,"Hangzhou LineZone Data Technology is a provider of AI & web-enabled data analytics & modeling solutions. Offers a supply chain intelligent decision engine suite to provide data-driven insights & solutions for inventory optimization, sales forecasting, production scheduling, intelligent procurement, and optimization of other supply chain operations. Clients include Hongda Group, Sanlux, Yiming Food, Yongyi Furniture, Weixing Group among others.",https://linezonedata.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2015,0,China,Asia,Yes,Series A,"$2,174,140.00",,Emerging,Glaiza,,TRUE,FALSE,"Hillhouse Capital Group
 Fortune Capital",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Enterprise Enterprise,"Shenzhen Enterprise Technology (51qqt.com) provides SaaS-based supplier management solutions and supply chain finance solutions. Offers a Supplier Relationship Management (SRM) system that enables supplier lifecycle management and procurement management with features such as supplier information management, purchasing demand planning, sourcing & bidding management, contract management, VMI (vendor managed inventory), reconciliation management, and more. Additionally, the company also offers supply chain financing services via its online platform for invoice discounting, accounts payables, and direct credit loans.",https://51qqt.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2014,0,China,Asia,Yes,Series C,"$15,735,100.00",,Mature,Glaiza,,TRUE,FALSE,"V Fund
 Meridian Capital China
 SIG China
 Yonghua Capital
 Kunzhong Capital
 Koala Fund
 Lakala
 Lianyirong Digital Technology Group
 Hemeng Ventures
 Weiguang Ventures
 beengo.cn
 Chongqing Yi Yi Angel Investment",1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Vinturas,Vinturas is a blockchain-enabled logistics supply chain service provider. The company provides solutions for real-time supply chain visibility and vehicle visibility. It provides services like tracking vehicles. Blockchain technology provides data sharing and immutable data.,https://www.vinturas.com/,Transport & Logistics ,Logistics​,,,,,,,2019,0,United Kingdom,Europe,,Seed,,,Nascent,,,FALSE,FALSE,"Wallenius Wilhelmsen
 European Union",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
SpeedBot,"SpeedBot provides vision-guided smart and flexible robots. It uses machine learning, robotics, and cloud computing-based tools to sort, load, and unload industrial materials. It also provides vision-guided assembly & welding solutions and an autonomous 3D measuring system. It has use cases in manufacturing, logistics, retailing, and other applications.",https://speedbot.net,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2019,0,China,Asia,Yes,Series A,"$30,245,300.00",,Emerging,Glaiza,,TRUE,FALSE,"MSA
 Turing Ventures
 Daocin Capital",0.5,0.3,1,0,0.4,0.7,,0,0.43,Emerging
Tacto,"Tacto is a provider of procurement automation software. It enables procurement teams to automate procurement processes. It helps in preparing supplier meetings, strategic & price development, supplier management, tracking quotations, etc.",https://www.tacto.ai/,Transport & Logistics ,Logistics​,Other,,,,,,2020,0,Germany,Europe,Yes,Seed,"$6,001,773.00",,Nascent,Andrea,,FALSE,FALSE,"Cherry Ventures
 UVC Partners
 Visionaries Club
 WERK1",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Hive,"Hive provides a Platform offering logistics solutions for eCommerce brands. It offers product storage & inventory management, picking & packing products, last-mile carrier delivery and fulfillment centers.​",https://www.hive.app,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2020,,Germany,Europe,Yes,Series A,"$44,000,000.00",,Nascent,Glaiza,,TRUE,FALSE,,0.2,0.3,,0,0.4,0.7,,0,0.34,Nascent
Brooklyn Vendor Assurance,"Brooklyn Vendor Assurance is a provider of AI & SaaS-based supplier management solutions. The company offers vendor management solutions to manage procurement processes. It has features like contract management, risk management, performance management, vendor & supplier relationship management, and many more.",https://brooklynva.com,Other,Other,Other,,,,,,2018,0,United Kingdom,Europe,Yes,Seed,"$2,202,510.00",,Nascent,Glaiza,,FALSE,FALSE,"Blackfinch
 Force Over Mass Capital",0.5,0.3,1,0,0.2,0.7,,0,0.29,Nascent
Invoice Stream,"Cloud-based procure to pay management software for businesses. It features solutions for invoice automation, data management, supplier management, tail-spend invoicing, payment, accounts payable management, and more.",http://invoice-stream.com,Transport & Logistics ,Logistics​,,,,,,,2017,0,United States of America,North America,,Seed,,,Nascent,,,FALSE,FALSE,Paymogy,0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
Velostics,"Velostics is a provider of web-based transportation management solutions. It allows dispatchers, schedulers, and logistics managers to create and track shipments, digitize paperwork and integrate API s with ERP. It eliminates risk in the energy supply chain. It allows receipt recording through its app, multi-party messaging, and processing of loading and unloading.",https://www.velostics.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2017,0,United States of America,North America,Yes,Seed,"$2,500,000.00",,Nascent,Glaiza,,TRUE,FALSE,"Flyover Capital
 Small Ventures USA
 Cultivation Capital
 Starboard Star Venture Capital
 Alumni Ventures
 BioUrja",0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
Roshi,"Provider of web-based supply chain management platform for cannabis industries. The company offers a SaaS-based platform that helps in optimizing production planning, product functionality, and billing process in the manufacturing units. It also enables industries to manage their inventory supplies, track orders, transportation services, and more.",https://roshi.me,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2017,0,United States of America,North America,Yes,Seed,"$3,425,000.00",,Nascent,Glaiza,,TRUE,FALSE,"Silverleaf Venture Partners
 F7
 Essential Investment Capital",0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
Decision AI,"Decision AI is a provider of AI-enabled supply chain analytics solutions. It allows comparison of inventory and procurement options, demand forecasting, and accounting for supply chain disruptions.",https://decision.ai,Transport & Logistics ,Logistics​,,,,,,,2020,0,United States of America,North America,,Seed,,,Nascent,,,FALSE,FALSE,"Right Side Capital Management
 Forum Ventures",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
RootAnt,"SaaS-based investing platform to financial institutions. The platform is a suite of fully integrated back-end, middleware, and front-end services and applications, connecting through APIs. The platform features KYC data aggregator, price feed, news data aggregator, CRM, account portal, and affiliate system.",https://rootant.com,Transport & Logistics ,Logistics​,,,,,,,2013,0,China,Asia,Yes,Seed,"$1,460,000.00",,Emerging,,,FALSE,FALSE,Linear Venture,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
HomeLane,Online platform that provides interior design solutions. Users can interact with the designers either in-store or online to collaboratively finalize the design & get quotes. Users can also visualize plans in 3D via the platform. Users can also browse the design gallery for multiple designs.,https://www.homelane.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2014,1.714,India,Asia,Yes,Series E,"$124,984,345.00",,Mature,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Pitch House,,https://pitch-house.com,Support Services,Expertise & Community,(12) Launching and accelerating businesses,,,,,,2019,0,Singapore,Asia,No,Unfunded,$0.00,,,,,TRUE,FALSE,"Lenovo
 Lenovo Capital and Incubator Group",0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
ThruWave,"ThruWave is a manufacturer of 3D millimeter wave image sensors for businesses. Its application includes Fulfillment- sensors helps to see through packaging materials to make 3D images of both package and contents to find the number of items inside packaging, detect missing items, detect damaged items, etc, Warehouse Inventory Management - helps automatically verify the inventory and missing items, Retail Shelf Stocking - using radio waves to count shelf stock behind a full front row helping to avoid out-of-stock events, and more. The solution used in the markets including robotics, construction, and quality control.",https://www.thruwave.com,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2017,0,United States of America,North America,Yes,Seed,"$8,600,000.00",,Nascent,Ritik,,TRUE,FALSE,"GSF
 JioGenNext",0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent
Zypp Electric,"Provider of SaaS-driven last-mile delivery solution using electric delivery vehicles. The e-scooters are IOT powered that can be GPS tracked & locked/unlocked by scanning QR codes using the mobile application. Its services include E-scooters for pick & drop, hyper-local, last-mile delivery, and more. It also helps to deliver daily essentials, such as vegetables, medicines, dairy, groceries, and more. The company offers mobile applications for Android & iOS platforms.",https://zypp.app,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2017,170,India,Asia,Yes,Series A,"$12,500,000.00",,Emerging,Andrea,High,TRUE,FALSE,"The FSE Group
 Cirdan Capital
 Jenson Solutions
 Jenson Funding Partners",0.7,0.3,1,0,0.4,0.7,,0,0.49,Emerging
Fabric,"Provider of AI-based solutions for managing logistics micro-fulfillment operations. It develops automated infrastructure micro-fulfillment centers that enable retailers to build a custom solution based on their inventory level, delivery, and Opex/Capex requirements",https://getfabric.com,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2015,0,Israel,Asia,Yes,Series C,"$336,000,000.00",,Mature,Xavier,,TRUE,TRUE,Accelerace,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Blowhorn,"Blowhorn is a provider of last-mile logistics solutions. It allows users to see estimated fares and book trucking services after providing relevant details such as pick-up or drop locations, items being transported, etc. Features include real-time tracking, online payments, and more. Its app is available for Android and IOS platforms. Clients include Amazon, Bata, Spar, and others.",https://blowhorn.com,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2014,436,India,Asia,Yes,Series B,"$14,609,004.00",,Emerging,,,TRUE,FALSE,"Turbostart
 LogX",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
HomeLane,Online platform that provides interior design solutions. Users can interact with the designers either in-store or online to collaboratively finalize the design & get quotes. Users can also visualize plans in 3D via the platform. Users can also browse the design gallery for multiple designs.,https://www.homelane.com/,Space Management​,Space Design & Management​,Other,,,,,,2014,1.714,India,Asia,Yes,Series E,"$124,984,345.00",,Mature,Andrea,High,FALSE,TRUE,,1,0.3,1,0,0.7,0.7,,0,0.79,Mature
Homepolish,Homepolish is an online platform providing interior designers on-demand. The company connects its users with a pre-vetted interior-designer who collaborates with the users to create a custom design proposal and a catalog of products for purchase. The company provides end-to-end product management services including purchasing concierge services.,https://homepolish.com,Space Management​,Furnishings & Appliances​,(1) New services for a new age,,,,,,2012,0,United States of America,North America,Yes,Series A,"$16,973,311.00",,Emerging,Ritik,,TRUE,FALSE,"Periphas Capital
 Summit Partners
 SJF Ventures
 Grotech Ventures
 Supply Chain Ventures
 Sarissa Capital
 Glades Capital",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Small Size,"Minima Technology is the developer of an app-based platform providing cold chain management solutions. It offers cold chain load sharing services for distributors, wholesalers, logistics providers and business circulation enterprises. The company also offers product distribution to restaurants and dealer networks as well as co-provisioning and all-channel logistics distribution.",http://minimat.cn,Transport & Logistics ,Logistics​,,,,,,,2015,0,China,Asia,,Series A,,,Emerging,,,FALSE,FALSE,"Sumitomo
 Sumitomo Corporation Equity Asia
 ProLogis
 Nanjing Inform Storage Equipment
 Inno Angel Fund
 Hidden Hill Capital
 Fujian Tuofeng Investment Management
 Shanghai Zimi Investment Development",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
ShipMonk,"Ecommerce order fulfillment and distribution services providers. The solution is integrable with multiple shopping carts and marketplaces. Offers outsourced warehousing, picking, kitting, labeling, and shipping services. Customers include multi-channel retailers, flash sales companies, crowdfunded campaigns, and many more. Also, it has developed its own order fulfillment and inventory management software.",https://www.shipmonk.com/,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2015,0,United States of America,North America,Yes,Series B,"$365,000,000.00",,Emerging,,,TRUE,FALSE,"WE Ventures
 GV Angels
 MOR | Capital
 ACE Startups
 Allievo Capital
 M3 Investments
 Bertha Capital",1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
Cubyn,"Cubyn is an online platform providing fulfillment services for e-retailers. It allows online merchants to integrate their e-stores with the platform so they can import their products and inventories. It automatically picks up the orders, updates their inventories, stores the packages in its warehouses and packs them. It then uses algorithms to choose optimal shipping partners for the shipment of the package. It allows e-merchants to track shipments, and manage sales and expenses.",https://cubyn.com,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,,,,,,2014,0,France,Europe,Yes,Series C,"$63,484,100.00",,Mature,,,TRUE,FALSE,"Y Combinator
 Entrepreneur First",1,0.3,1,0,0.7,0.7,,0,0.79,Mature
CapGrid Solutions,"CapGrid Solutions offers a platform for enterprises to source raw materials for their industry. The platform's features include identifying cost reduction opportunities, supplier performance, and sourcing history, monitor and managing part/ vendor development, etc.",https://www.capgridsolutions.com,Transport & Logistics ,Logistics​,,,,,,,2020,15,India,Asia,Yes,Seed,"$561,421.00",,Nascent,,,FALSE,FALSE,"Anicut Capital
 Axilor Ventures
 First Cheque",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Kavida.ai,"Developer of AI-powered digital twin platforms for the supply chain management. It utilises aggregated data from multiple sources like sensors to predict risk, model supply chain digital twin, simulate exposure and decisions, and visualize them. It enables real-time disruption monitoring, simulation and detection to minimise the financial and competitive impact. It caters to food processing, FMCG, pharmaceuticals, and apparels industries.",https://www.kavida.ai/,Transport & Logistics ,Logistics​,,,,,,,2020,0,United Kingdom,Europe,Yes,Seed,"$424,698.00",,Nascent,,,FALSE,FALSE,"QIMA
 PDS Multinational",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Lexx Pluss,"LexxPluss provides warehouse automation robots. Known as LexxAuto and LexxHard, the robots can be customized according to the existing system managed by the distribution warehouse and the manufacturer for automatic transportation.",https://lexxpluss.com,Transport & Logistics ,Logistics​,,,,,,,2020,0,Japan,Asia,,Seed,,,Nascent,,,FALSE,FALSE,"Sumitomo
 SOSV
 Incubate Fund India
 Mitsui Sumitomo Insurance Venture Capital
 HAX Tokyo",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Omnivio,Offers web-based supply chain management solutions for retailers. The solution helps in managing & automating supply chain workflow operations. It offers a cloud-based plug-and-play fulfillment & logistics network.,https://omnivio.io,Transport & Logistics ,Logistics​,,,,,,,2021,0,India,Asia,Yes,Seed,"$387,033.00",,Nascent,,,FALSE,FALSE,"AngelList
 LetsVenture
 Dexter Angels",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
Homepolish,Homepolish is an online platform providing interior designers on-demand. The company connects its users with a pre-vetted interior-designer who collaborates with the users to create a custom design proposal and a catalog of products for purchase. The company provides end-to-end product management services including purchasing concierge services.,https://homepolish.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,,,,,,2012,0,United States of America,North America,Yes,Series A,"$16,973,311.00",,Emerging,Glaiza,,TRUE,FALSE,,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging
MonoLets,"Developer of SoC for IoT applications. It is a fabless hi-tech semiconductor company developing system-on-chipsets for IoT applications. It has developed a radio architecture, circuit techniques, and network algorithms that allow them to operate the entire system off of harvested energy with no external components. It caters to the retail, pharmaceutical, manufacturing, and logistics sectors.",https://monolets.com,Transport & Logistics ,Logistics​,,,,,,,2015,0,United States of America,North America,,Seed,,,Emerging,,,FALSE,FALSE,"DB Digital Ventures
 TecPier
 Plug and Play Tech Center
 Berkeley SkyDeck
 Monozukuri",1,0.3,1,0,0.2,0.7,,0,0.44,Emerging
Syncware,"Provider of AI & web-enabled warehouse automation solutions. The company offers warehouse robots for barcode scanning and inventory management. It helps in connecting robots to perform warehouse material handling, picking, packing, tracing, and material sorting operations.",https://www.syncware.ai/,Transport & Logistics ,Logistics​,,,,,,,2021,0,Singapore,Asia,Yes,Seed,"$125,000.00",,Nascent,,,FALSE,FALSE,"Y Combinator
 Plug and Play Tech Center
 Entrepreneur First",0.2,0.3,1,0,0.2,0.7,,0,0.2,Nascent
